"DEPT_KEY","DEPT_NM","SPECIALTY","DEPT_ABBR","DEPT_GRP","DEPT_CNTR","REV_LOC_KEY"
"4899","DENTAL","DENTISTRY","DEN",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","674"
"4649","CSH DAY HOSP REHAB","DEVELOPMENTAL PEDIATRIC REHAB","CDR",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"4814","MAIN GI ENDOSCOPY STE","GASTROENTEROLOGY","ENS",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"4971","CSH-OUTPATIENT FEEDING","CHILD DEVELOPMENT","JFD",NA,NA,"657"
"5108","6 EAST","GENERAL PEDIATRICS","6ES",NA,NA,"674"
"20811","MAIN CARD INTAKE CTR","ANESTHESIA","CIC",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"6212","SPR BH ADHD","BEHAVIORAL HEALTH SERVICES","FBA",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","682"
"4995","WOOD ENDOCRINOLOGY","ENDOCRINOLOGY","END",NA,"RICHARD D WOOD CENTER","688"
"4863","WOOD DIAGNOSTIC CTR","GENERAL PEDIATRICS","DRC",NA,"RICHARD D WOOD CENTER","688"
"4912","PED INT CARE ACUTE(B)",NA,"PICB",NA,NA,"674"
"7814","PB VIRTUA MEM CARD","CARDIOLOGY","PB MEM CARD",NA,NA,"685"
"27112","PB LGH GASTROENTRLGY","GASTROENTEROLOGY","LGH GI",NA,"LANCASTER GENERAL HEALTH","688"
"5711","PB MAIN MED TOXICOLOGY","EMERGENCY","MEDICAL TOX",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"5400","PB MAIN PAIN MGT ACUTE","GENERAL ANESTHESIA","PAINMGTAC*",NA,NA,"687"
"6611","PA CARDIOLOGY OTH HOSP","CARDIOLOGY","PCOH",NA,NA,"688"
"4850","EXT-OP PHYSICAL MEDICINE","CHILD DEVELOPMENT","ZPM",NA,NA,"637"
"4621","KOP SMC NUTRITION","GI/NUTRITION","MNU",NA,"KING OF PRUSSIA SCC","681"
"4965","KOP RESOURCE CASE MGT","PSYCHIATRY","KRC",NA,NA,"660"
"4888","EXT NEPHROLOGY ","NEPHROLOGY","XNEP",NA,NA,"637"
"5431","PB PA CAA BILLING","PB PA CAA BILLING","pb PA CAA*",NA,NA,"687"
"5420","PB MAIN INTRV RADIOLGY","INTERVENTIONAL RADIOLOGY","MAININTRV*",NA,NA,"689"
"17111","PB NJ NEPHROLOGY","NEPHROLOGY","PBNJ NEPH",NA,NA,"685"
"12520","VIRT BERLIN DIAG RAD","RADIOLOGY","VTBDR",NA,"VIRTUA BERLIN","689"
"4955","WOOD CARE CLINIC","GENERAL PEDIATRICS","CAR",NA,"RICHARD D WOOD CENTER","681"
"15211","EXTERNAL AFTER HOURS","MULTIDISCIPLINARY","EXAF",NA,NA,"2521"
"6311","CHADDS FORD SCC ANCILLARY","MULTIDISCIPLINARY","CFA",NA,"CHADDS FORD SPECIALTY CARE CENTER","681"
"14013","ADVOCARE CHERRY HILL","GENERAL PEDIATRICS","ACHP",NA,NA,"1211"
"5206","ATL NEUROLOGY","NEUROLOGY","ATNE",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","685"
"5010","BUC ANCILLARIES","OTHER","IAN",NA,NA,"629"
"4811","MKT 3550 HEALTHY WT","GI/NUTRITION","HWMS",NA,"MARKET STREET 3550","688"
"8829","CHOP MAIN 3RD FLOOR",NA,"M3",NA,NA,NA
"8716","VNJ ADOL IN TRANSITION",NA,"VAS",NA,NA,NA
"8715","SPECIAL IMMUNOLOGY",NA,"SIC",NA,NA,NA
"4662","MKT 3440 PSYCH FP","BEHAVIORAL HEALTH SERVICES","FPMS",NA,"MARKET STREET 3440","682"
"4861","MAIN LABORATORY","CLINICAL LABORATORY","LAB",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5073","EXT DIABETES","ENDOCRINOLOGY","EDI",NA,NA,"637"
"5166","6 NORTHWEST","CARDIOLOGY","6NWS",NA,NA,"681"
"7220","INP MAIN CT OR",NA,"CT OR",NA,NA,"681"
"7212","INP ANESTHESIA","ANESTHESIA","ANESTHESIA",NA,NA,"681"
"22730","BWV ALLERGY","ALLERGY","BWAL",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","688"
"26511","BEITTEL BECKER PEDS","GENERAL PEDIATRICS","BBPA",NA,NA,"1211"
"24811","INTEGRATIVE HEALTH NUT","GI/NUTRITION","INN",NA,"RICHARD D WOOD CENTER","681"
"4833","WOOD BH ONCOLOGY","BEHAVIORAL HEALTH SERVICES","BONC",NA,"RICHARD D WOOD CENTER","682"
"7016","PB CTRC BILLING",NA,"CTRC BILLING",NA,NA,"711"
"4847","PNJ-OP FEEDING","CHILD DEVELOPMENT","DFE",NA,NA,"612"
"4757","RCS-RESEARCH GEN PEDS",NA,"RSGP",NA,NA,"-1"
"5418","PB RACH BILLING OFFICE",NA,"RACHBO",NA,NA,"689"
"12211","VIRT VOORHEES SEDATION",NA,"VTVSD",NA,"VIRTUA VOORHEES","681"
"31011","WOOD SERVICES FACILITY",NA,"NWS",NA,NA,"688"
"26013","PB INTEGRATIVE MED ALL","ALLERGY","PB IntMedAll",NA,NA,"688"
"10711","KINTIROGLOU PEDS NC","GENERAL PEDIATRICS","NCKP",NA,NA,"911"
"5324","EXT CARDIOLOGY","CARDIOLOGY","XCRD",NA,"EXTON SPECIALTY CARE CENTER","688"
"4777","CC CARE NTWK","GENERAL PEDIATRICS","PCCC",NA,"CARE NETWORK COBBS CREEK","686"
"19719","MKT 3550 PED GEN THOR","PEDIATRIC GENERAL THORACIC SURGERY","MPGS",NA,"MARKET STREET 3550","678"
"29827","PB VIRT CAM NEURO RAD","NEURORADIOLOGY","VCN",NA,NA,"2921"
"20711","WOOD PARENTERAL NUTRTN","GI/NUTRITION","WPN",NA,"RICHARD D WOOD CENTER","688"
"13712","VIRT MEMORIAL DIAG RAD","RADIOLOGY","VTMEDR",NA,"VIRTUA MEMORIAL","689"
"5337","VNJ NEUROLOGY","NEUROLOGY","VNRL",NA,NA,"664"
"4670","RCS-RESRCH METABOLISM","METABOLISM","RSMT",NA,NA,"-1"
"4966","WOOD NUTRITION","GI/NUTRITION","NTR",NA,"RICHARD D WOOD CENTER","681"
"5450","PB PA METABOLISM","METABOLISM","PPM",NA,NA,"688"
"5006","WOOD CAST ROOM","ORTHOPEDICS","CAS",NA,"RICHARD D WOOD CENTER","681"
"22911","LGHP MATERNAL FETAL","MATERNAL FETAL MEDICINE","LMFMS",NA,NA,"1211"
"27313","LGH NEUROLOGY","NEUROLOGY","LGHN",NA,"LANCASTER GENERAL HEALTH","688"
"18611","INP ORTHOPEDICS","ORTHOPEDICS","INPORTH",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"22411","BCC SEDATION UNIT","MULTIDISCIPLINARY","BCSU",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"4663","MKT 3550 GYNECOLOGY","GYNECOLOGY","GYN",NA,"MARKET STREET 3550","686"
"8759","VNJ DAY TREATMENT NJ",NA,"VDN",NA,NA,NA
"8823","WOOD 4TH FLOOR",NA,"W4",NA,NA,NA
"4612","3 NORTHWEST",NA,"3NWS",NA,NA,"674"
"4804","MAIN CARDIOLOGY","CARDIOLOGY","MCRD",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"4702","BUC GASTROENTEROLOGY","GASTROENTEROLOGY","IGI",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","688"
"5087","CSH-DAY HOSP ATCO BEHAV","CHILD DEVELOPMENT","JDA",NA,NA,"626"
"4981","ATL-OP PSYCHOLOGY","CHILD DEVELOPMENT","AOP",NA,NA,"644"
"4919","BONE MARROW TRANSPLANT","BONE MARROW TRANSPLANT","BMT",NA,NA,"649"
"31712","BCC BH GASTROENTERLGY","BEHAVIORAL HEALTH SERVICES","BCBGI",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","682"
"22013","BCC AUDIOLOGY","AUDIOLOGY","BCAU",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"31811","BCC 1 LABORATORY","CLINICAL LABORATORY","BC1LB",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"17411","CSH3W CHOP",NA,"CSH3WCHOP",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"17611","MKT 3550 BH EATING DIS","BEHAVIORAL HEALTH SERVICES","MKBE",NA,"MARKET STREET 3550","682"
"5363","PB NJ CARD ANES OTH HO","CARDIAC ANESTHESIA","NJCARDANES",NA,NA,"680"
"7914","FLT CARDIOLOGY",NA,NA,NA,NA,"-1"
"5084","WOOD BH PLASTICS","BEHAVIORAL HEALTH SERVICES","BHP",NA,"RICHARD D WOOD CENTER","682"
"4816","PNJ ENDOCRINOLOGY","ENDOCRINOLOGY","DEC",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"4775","RCS-RESEARCH DERMATOLO",NA,"RSDE",NA,NA,"-1"
"5124","POST ANES CARE UNIT B",NA,"PACB",NA,NA,"681"
"4904","VNJ GASTROENTEROLOGY","GASTROENTEROLOGY","VGI",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"4728","VNJ CHILD DEVELOPMENT","DEVELOPMENTAL PEDIATRICS","VDV",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"29826","PB VIRT CAM BODY RAD","BODY RADIOLOGY","VCBR",NA,NA,"2921"
"4648","FP 3440 MARKET STREET","BEHAVIORAL HEALTH SERVICES","PTMS",NA,NA,"-1"
"5083","EXT-OUTPATIENT PED REHAB","CHILD DEVELOPMENT","ZRE",NA,NA,"637"
"4793","EXT CHILD DEVELOPMENT","DEVELOPMENTAL PEDIATRICS","ZDV",NA,"EXTON SPECIALTY CARE CENTER","688"
"5317","LEAD-EXPOSED STUDY 63RD","GENERAL PEDIATRICS","TLC6",NA,NA,"671"
"29823","PB VIRT MARL NEUR RAD","NEURORADIOLOGY","VMN",NA,NA,"2921"
"5911","SPR NUTRITION","GI/NUTRITION","SNUT",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","681"
"13111","PB VIRTUA SEDATION","GENERAL PEDIATRICS","PB VIRT SED",NA,NA,"685"
"18711","PEDIATRIC AFFILIATES","GENERAL PEDIATRICS","PAPA",NA,NA,"1211"
"20011","PHILA HEALTH ASSOC PED","GENERAL PEDIATRICS","PHAP",NA,NA,"1211"
"10514","VIRTUA SCC ANCILLARY","MULTIDISCIPLINARY","VTSCC",NA,"VIRTUA SPECIALTY CARE CENTER","681"
"21711","WOOD NEURO IMAGING","RADIOLOGY","WNID",NA,"RICHARD D WOOD CENTER","678"
"5070","VNJ MINTZ","NEUROLOGY","VMI",NA,NA,"664"
"4724","WOOD ANES PAIN MGMT","GENERAL ANESTHESIA","PAN",NA,"RICHARD D WOOD CENTER","687"
"5136","UNASSIGNED DEPARTMENT","UNKNOWN","UNA",NA,NA,"674"
"4884","WOOD NEUROLOGY","NEUROLOGY","NRL",NA,"RICHARD D WOOD CENTER","688"
"5402","PB NJ ORTHOPEDICS","ORTHOPEDICS","NJ ORTHO",NA,NA,"676"
"22725","BWV SPEECH THERAPY","SPEECH","BWSP",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","681"
"5470","BUC SEDATION","MULTIDISCIPLINARY","BSD",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"25611","ADVOCARE BURLINGTON","GENERAL PEDIATRICS","APPBC",NA,NA,"1211"
"5037","PB CASE RATE KF","OTHER","CASERATEKF",NA,NA,"681"
"4760","AUDIOLOGY","OTORHINOLARYNGOLOGY","AUD",NA,NA,"649"
"8833","WOOD CARDIOLOGY",NA,"CRD",NA,NA,NA
"4915","CSH-MARLTON EIP","CHILD DEVELOPMENT","JME",NA,NA,"626"
"9811","INP MHT",NA,"INP MHT",NA,NA,"681"
"21713","MAIN CARDIAC KIDS DEV","CARDIOLOGY","CKDP",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"5328","PNJ-CSH OP ADHD","CHILD DEVELOPMENT","DAD",NA,NA,"612"
"10913","SPR DERMATOLOGY","DERMATOLOGY","FDER",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","688"
"4997","PNJ CARDIOLOGY","CARDIOLOGY","DCA",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"4661","PNJ-OP NEUROPSYCHOLOGY","CHILD DEVELOPMENT","DNY",NA,NA,"612"
"4640","PED INTEN CARE ISOL",NA,"PICIS",NA,NA,"674"
"5185","PNJ LABORATORY","CLINICAL LABORATORY","PLAB",NA,"PRINCETON NJ SPECIALTY CARE CENTER","681"
"4893","VNJ-CSH OP ADHD","CHILD DEVELOPMENT","VAH",NA,NA,"664"
"4710","VNJ SANCHEZ CARDIOLOGY","CARDIOLOGY","VSAN",NA,NA,"664"
"5274","TEMPLE CARDIOLOGY","CARDIOLOGY","TCD",NA,"TEMPLE UNIVERSITY HOSPITAL","688"
"29814","PB VIRT BERL BODY RAD","BODY RADIOLOGY","VBBR",NA,NA,"2921"
"29816","PB VIRT MARL BODY RAD","BODY RADIOLOGY","VMBR",NA,NA,"2921"
"5448","PB NJ ENDOCRINOLOGY","ENDOCRINOLOGY","PNED",NA,NA,"685"
"5410","CSH 3W REHAB (CHOP)",NA,"R3WS-A",NA,NA,"681"
"5032","PB PA ENDOCRINOLOGY","ENDOCRINOLOGY","PA ENDO",NA,NA,"688"
"4858","EXT ENDOCRINOLOGY","ENDOCRINOLOGY","XEND",NA,"EXTON SPECIALTY CARE CENTER","688"
"23011","MKT 3550 NEUROLOGY","NEUROLOGY","MNEU",NA,"MARKET STREET 3550","688"
"20311","PNJ PHYSICAL THERAPY","PHYSICAL THERAPY","PPT",NA,"PRINCETON NJ SPECIALTY CARE CENTER","681"
"29212","TRAPPE PEDIATRIC CARE","GENERAL PEDIATRICS","TPC",NA,NA,"1211"
"5104","RCS-RESEARCH KF CINNAM","GENERAL PEDIATRICS","RSKC",NA,NA,"620"
"4744","RCS-RESEARCH ENDOCRINE","ENDOCRINOLOGY","RSEN",NA,NA,"649"
"6411","KOP SLEEP CENTER","PULMONARY","KOPS",NA,"KING OF PRUSSIA SCC","681"
"11311","FAX CASE MANAGEMENT","OTHER","CSMG",NA,NA,"681"
"5404","HB BUSINESS OFFICE","OTHER","HBBO",NA,NA,"681"
"5238","BILL-PREADM TESTING","MULTIDISCIPLINARY","BPTS",NA,NA,"681"
"5153","HAVERFORD CARE NTWK","GENERAL PEDIATRICS","KIDS",NA,"CARE NETWORK HAVERFORD","683"
"4880","BUC PULMONARY","PULMONARY","IPU",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","688"
"4713","CSH FEEDING","GASTROENTEROLOGY","JOF",NA,"CHILDREN SEASHORE HOUSE CENTER","688"
"4828","KOP YOUTH STY CTR","PSYCHIATRY","KYS",NA,NA,"660"
"4853","KOP SPEECH","SPEECH","LSP",NA,"KING OF PRUSSIA SCC","681"
"33611","INPT HUP EKG RESULTS",NA,"INPHUPRESULT",NA,NA,"681"
"4771","BH CONSULT LIASON OP","BEHAVIORAL HEALTH SERVICES","BCLO",NA,NA,"-1"
"4668","KOP-CSH OP FEEDING","CHILD DEVELOPMENT","LFD",NA,NA,"628"
"4625","CSH PYSCH FI","BEHAVIORAL HEALTH SERVICES","FICS",NA,"CHILDREN SEASHORE HOUSE CENTER","682"
"4991","CSH-OUTPATIENT ADHD","CHILD DEVELOPMENT","JAD",NA,NA,"657"
"5115","CSH-OUTPATIENT ATCO","CHILD DEVELOPMENT","JAT",NA,NA,"626"
"5346","KIDS FIRST-BALA CYNWYD","GENERAL PEDIATRICS","KBA",NA,NA,"675"
"5398","EXT LABORATORY","CLINICAL LABORATORY","ELAB",NA,"EXTON SPECIALTY CARE CENTER","681"
"6313","CHADDS FORD CARDIOLOGY","CARDIOLOGY","CFC",NA,"CHADDS FORD SPECIALTY CARE CENTER","688"
"24512","BCC BH PULMONARY","BEHAVIORAL HEALTH SERVICES","BHPUL",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","682"
"13312","ADVOCARE WOODBURY PEDS","GENERAL PEDIATRICS","ADWP",NA,NA,"1211"
"7219","INP DAY MEDICINE",NA,"INP DAY MED",NA,NA,"681"
"16315","KOP BH HEALTHY WGT","BEHAVIORAL HEALTH SERVICES","KBHW",NA,"KING OF PRUSSIA SCC","682"
"5279","WOOD BH SAFE PLACE","BEHAVIORAL HEALTH SERVICES","BHSP",NA,"RICHARD D WOOD CENTER","682"
"4619","WOOD BH GASTROENTERLGY","BEHAVIORAL HEALTH SERVICES","BHGI",NA,"RICHARD D WOOD CENTER","682"
"4930","PNJ GASTROENTEROLOGY","GASTROENTEROLOGY","DGI",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"4900","SPR CARDIOLOGY","CARDIOLOGY","FCA",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","688"
"5082","ZZADOLESCENT/FAM PLNG 39TH","ADOLESCENT","FPC9",NA,NA,"665"
"4908","RCS-RESEARCH RHEUMATOL",NA,"RSRH",NA,NA,"-1"
"5125","SPR BEHAVIORAL HEALTH","BEHAVIORAL HEALTH SERVICES","OSPR",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","682"
"5121","RCS-RESEARCH ONCOLOGY",NA,"RSON",NA,NA,"-1"
"5020","RCS-RESRCH VNJ ALLERGY","ALLERGY","RSVA",NA,NA,"664"
"4986","VNJ DERMATOLOGY","DERMATOLOGY","VDER",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"4835","VNJ FEEDING","GASTROENTEROLOGY","VFE",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"7713","PB VIRTUA MEM GEN PEDS","GENERAL PEDIATRICS","PB VIRTUA ME",NA,NA,"685"
"5405","PB PA GASTROENTEROLOGY","GASTROENTEROLOGY","PA GASTRO",NA,NA,"688"
"5270","PB PA CFDT","GENERAL SURGERY","PBPACFDT",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","678"
"4699","MKT 3550 SI FAM CARE","IMMUNOLOGY","SIC",NA,"MARKET STREET 3550","681"
"5262","PB MAIN CFDT OB GYN","OBSTETRICS","PBMOB",NA,NA,"678"
"14413","ADVOCARE SOCIETY HILL","GENERAL PEDIATRICS","ASHP",NA,NA,"1211"
"12311","MAIN RIS FILE ROOM","RADIOLOGY","MRFR",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","1111"
"15611","PB MAIN PALLIATIVE","MULTIDISCIPLINARY","PBPACT",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"5471","MAIN TRANSPORT","MULTIDISCIPLINARY","MTRN",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"10412","PB VIRTUA MEM NEONAT","NEONATOLOGY","VIR MEM NEO",NA,NA,"685"
"29815","PB VIRT BER NEUR RAD","NEURORADIOLOGY","VBN",NA,NA,"2921"
"5484","PB PRINCETON NEONAT","NEONATOLOGY","VNJ NEONAT",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"8514","WOOD CARE CLINIC I","GENERAL PEDIATRICS","WCAR",NA,"RICHARD D WOOD CENTER","688"
"10611","VIRTUA PFT LAB","PULMONARY","VTPFT",NA,"VIRTUA SPECIALTY CARE CENTER","681"
"4975","VNJ NEUROSURGERY","NEUROSURGERY","VNSG",NA,NA,"664"
"4755","VNJ OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","VENT",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","676"
"4745","WOOD PULMONARY","PULMONARY","PUL",NA,"RICHARD D WOOD CENTER","688"
"18411","WOOD IMGC","GENETICS","IMGC",NA,"RICHARD D WOOD CENTER","688"
"9012","PNJ RHEUMATOLOGY","RHEUMATOLOGY","DRH",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"26811","LGMG ROSEVILLE","GENERAL PEDIATRICS","LRP",NA,NA,"1211"
"24312","BCC TRANSFUSION","HEMATOLOGY","BCTF",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"23412","BCC HEMATOLOGY","HEMATOLOGY","BCHM",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"23712","BCC PEDIATRIC REHAB","REHAB MEDICINE","BCPR",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"6314","CHADDS FORD NEUROLOGY","NEUROLOGY","CFN",NA,"CHADDS FORD SPECIALTY CARE CENTER","688"
"4956","LHV GASTROENTEROLOGY","GI/NUTRITION","LVGI",NA,NA,"651"
"8718","VNJ DAY TREATMENT PA",NA,"VDP",NA,NA,NA
"8734","VNJ PRE SCHOOL",NA,"VPR",NA,NA,NA
"33511","4 EAST CSH",NA,"4ESC",NA,NA,"681"
"32115","BCC ADOPTION","GENERAL PEDIATRICS","BCAD",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"4765","FI 3440 MARKET STREET","BEHAVIORAL HEALTH SERVICES","FIMS",NA,NA,"-1"
"4961","CSH-DAY HOPSITAL FEEDING","CHILD DEVELOPMENT","JDF",NA,NA,"657"
"4698","HOCKESSIN KF GEN PEDS","GENERAL PEDIATRICS","KHO",NA,"HOCKESSIN KIDS FIRST GENERAL PEDIATRICS","683"
"5354","BUC LABORATORY","CLINICAL LABORATORY","BLAB",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"7311","9 SOUTH TOWER",NA,"9ST",NA,NA,"681"
"5477","CSH BH REHAB OP","BEHAVIORAL HEALTH SERVICES","CBRO",NA,"CHILDREN SEASHORE HOUSE CENTER","682"
"14414","BUCKINGHAM PEDS","GENERAL PEDIATRICS","BP",NA,NA,"1211"
"14713","ANDORRA PEDS","GENERAL PEDIATRICS","AP",NA,NA,"1211"
"7226","INP CHILD DEVELOPMENT",NA,"INP CHI DEV",NA,NA,"681"
"7811","DIALYSIS DISPENSING",NA,NA,NA,NA,"-1"
"5300","PB MAIN GEN ANES STAND","GENERAL ANESTHESIA","GENANESSTAND",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","687"
"4881","NEWTOWN CARE NTWK","GENERAL PEDIATRICS","KNT",NA,"CARE NETWORK NEWTOWN","683"
"5036","MKT 3550 ADOL INITIAT","ADOLESCENT","MAH",NA,"MARKET STREET 3550","686"
"5021","PB NJ GENERAL PEDS","GENERAL PEDIATRICS","NJ GEN PDS",NA,NA,"685"
"5261","PB MAIN CFDT GEN SURG","GENERAL SURGERY","PBMGS",NA,NA,"678"
"5228","PB MAIN PHY NUTRN SVC","GI/NUTRITION","PMPN",NA,NA,"688"
"4759","RCS-RSRCH PRIM CARE MA","GENERAL PEDIATRICS","RSMA",NA,NA,"624"
"5003","RESIDENT PRACTICE-63RD ST","GENERAL PEDIATRICS","RP63",NA,NA,"671"
"31911","MKT 3550 GASTRO","GASTROENTEROLOGY","MKTGAS",NA,"MARKET STREET 3550","688"
"17711","PB MAIN EMERGENCY NP","EMERGENCY","PBEMERGNP",NA,NA,"688"
"7412","KOP ONCOLOGY HOLDING","HEMATOLOGY ONCOLOGY","KOH",NA,"KING OF PRUSSIA SCC","681"
"5359","KOP DIAG RADIOLOGY","RADIOLOGY","KPDR",NA,"KING OF PRUSSIA SCC","681"
"23612","LGH SCC ANCILLARY","MULTIDISCIPLINARY","LSC",NA,"LANCASTER GENERAL HEALTH","681"
"5417","MAIN FLUORO RADIOLOGY","RADIOLOGY","MFR",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"14111","MAYS LANDING URG CARE","URGENT CARE","MLUC",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","2421"
"29821","PB VIRT MEM NUC MED","NUCLEAR MEDICINE","VM NM",NA,NA,"2921"
"4834","KOP OPHTHALMOLOGY","OPHTHALMOLOGY","KOPH",NA,"KING OF PRUSSIA SCC","678"
"5278","MAIN MRI","RADIOLOGY","MMR",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5029","PB MAIN RHEUMATOLOGY","RHEUMATOLOGY","MAIN RHEUM",NA,NA,"688"
"15111","BUC SMC PHY THERAPY","PHYSICAL THERAPY","ISMPT",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"24511","BCC ONCO HOLDING","ONCOLOGY","BHLD",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"25012","BWV UC DIAG RAD","RADIOLOGY","BWVUCR",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","2421"
"5054","ATL OCC THERAPY","OCCUPATIONAL THERAPY","AOT",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","681"
"5167","CALL CENTER(AFTER H*","MULTIDISCIPLINARY","CCAHP",NA,NA,"681"
"4706","BUC NEPHROLOGY","NEPHROLOGY","INP",NA,NA,"629"
"4756","CSH OCC THERAPY","OCCUPATIONAL THERAPY","JOT",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"4747","EXT OFFICE BASED AMB SERV","PSYCHIATRY","EOB",NA,NA,"660"
"4740","EXT JUV COURT EVAL SER","PSYCHIATRY","EJC",NA,NA,"660"
"8835","3550 MARKET STREET",NA,"3550MKT",NA,NA,NA
"8772","CHOP ADOL IN TRANSITION",NA,"ATT",NA,NA,NA
"8819","WOOD CARDIOLOGY CLINIC",NA,"WCC",NA,NA,NA
"4799","CSH BH AUTISM","BEHAVIORAL HEALTH SERVICES","BHA",NA,"CHILDREN SEASHORE HOUSE CENTER","682"
"4703","MKT 3550 DERMATOLOGY","DERMATOLOGY","DEMS",NA,"MARKET STREET 3550","688"
"4992","MKT 3440 PSYCH FI","BEHAVIORAL HEALTH SERVICES","FIMS",NA,"MARKET STREET 3440","682"
"5281","CAM-XRT",NA,"CAMX",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5149","7 EAST PICU",NA,"7EP",NA,NA,"681"
"22729","BWV ENDOCRINOLOGY","ENDOCRINOLOGY","BWEN",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","688"
"16211","KOP URGENT CARE LAB","CLINICAL LABORATORY","KPUCL",NA,"KOP URGENT CARE ","681"
"5257","WOOD BH NEUROLOGY","BEHAVIORAL HEALTH SERVICES","BHNR",NA,"RICHARD D WOOD CENTER","682"
"5046","SPR DIABETES","ENDOCRINOLOGY","FDI",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","611"
"4742","PNJ-CSH OP PSYCHOLOGY","CHILD DEVELOPMENT","DPS",NA,NA,"612"
"4954","PNJ BEHAVIORAL HEALTH","BEHAVIORAL HEALTH SERVICES","OPRN",NA,"PRINCETON NJ SPECIALTY CARE CENTER","682"
"5355","PB NJ CT SURGERY","CARDIOVASCULAR SURGERY","NJCTSURG",NA,NA,"676"
"5212","PB PA DERMATOLOGY","DERMATOLOGY","PA DERM",NA,NA,"688"
"4692","PNJ-OP PSYCHOLOGY","CHILD DEVELOPMENT","POP",NA,NA,"612"
"12611","VIRTUA BH PULMONARY","BEHAVIORAL HEALTH SERVICES","VTBP",NA,"VIRTUA SPECIALTY CARE CENTER","682"
"5426","PB PA CARD ANES OTH HO","CARDIAC ANESTHESIA","PACARDANES",NA,NA,"687"
"5201","CSH 3W REHAB",NA,"R3WS",NA,NA,"690"
"5114","NEO INT A",NA,"NICA",NA,NA,"681"
